Species	Plot	Year	Firstegg	Cowbird
GRSP	B4	1995	45	0
GRSP	G2	1994	45	0
GRSP	B6	1996	45	0
GRSP	B9	1994	46	0
GRSP	B6	1996	46	0
GRSP	B6	1992	47	0
GRSP	B6	1996	47	0
GRSP	B9	1996	47	0
GRSP	B1	1996	47	0
GRSP	G3	1994	48	0
GRSP	B4	1994	48	0
GRSP	B6	1992	48	0
GRSP	B6	1995	49	0
GRSP	B4	1992	49	0
GRSP	G3	1994	50	0
GRSP	B7	1993	50	1
GRSP	B4	1992	50	0
GRSP	B4	1996	50	0
GRSP	B4	1994	51	0
GRSP	B3	1996	51	0
GRSP	B1	1996	51	0
GRSP	BF1	1996	51	0
GRSP	B4	1995	52	0
GRSP	B1	1994	52	0
GRSP	B9	1993	52	0
GRSP	B6	1994	53	0
GRSP	B9	1994	53	0
GRSP	B6	1996	53	0
GRSP	G3	1996	53	0
GRSP	G3	1995	53	0
GRSP	B1	1994	54	0
GRSP	B3	1992	54	0
GRSP	G2	1994	54	0
GRSP	G2	1996	54	0
GRSP	B2	1992	55	0
GRSP	B2	1994	55	1
GRSP	B9	1995	56	0
GRSP	C3	1993	56	0
GRSP	B7	1995	57	0
GRSP	G1	1996	58	0
GRSP	G1	1996	58	0
GRSP	B2	1992	58	0
GRSP	B2	1996	58	0
GRSP	C1	1992	58	0
GRSP	B2	1996	60	0
GRSP	B9	1994	61	0
GRSP	B1	1996	61	0
GRSP	B3	1995	62	1
GRSP	B8	1995	63	0
GRSP	G3	1995	63	0
GRSP	B3	1992	64	0
GRSP	B2	1994	67	0
GRSP	B4	1992	67	0
GRSP	B9	1995	68	0
GRSP	B9	1995	68	0
GRSP	G2	1995	68	0
GRSP	B6	1994	69	0
GRSP	B4	1994	69	0
GRSP	B8	1996	69	0
GRSP	B1	1994	70	0
GRSP	B4	1992	71	0
GRSP	B3	1992	71	0
GRSP	B9	1996	71	0
GRSP	B4	1992	72	0
GRSP	B6	1996	72	0
GRSP	B3	1996	73	0
GRSP	B7	1992	74	1
GRSP	B8	1995	76	0
GRSP	B4	1996	76	0
GRSP	B6	1995	78	1
GRSP	B4	1992	78	0
GRSP	B6	1995	81	0
GRSP	B6	1995	81	0
GRSP	G1	1994	81	0
GRSP	B2	1995	83	0
GRSP	B6	1994	84	0
GRSP	B6	1992	84	0
GRSP	G3	1995	84	0
GRSP	B2	1992	85	0
GRSP	B6	1995	86	0
GRSP	B3	1996	86	0
GRSP	B2	1996	87	0
GRSP	B6	1994	88	0
GRSP	B8	1995	89	0
GRSP	B6	1995	89	0
GRSP	B3	1996	89	0
GRSP	B4	1996	89	0
GRSP	B6	1995	91	0
GRSP	B7	1995	91	0
GRSP	B9	1996	92	0
GRSP	B2	1996	92	0
GRSP	G3	1996	92	0
GRSP	B3	1992	94	0
GRSP	B4	1995	95	0
GRSP	B7	1995	97	0
GRSP	B6	1996	101	0
GRSP	G1	1994	102	0
GRSP	BF2	1993	103	0
GRSP	B6	1994	104	0
GRSP	B9	1994	104	0
GRSP	B2	1994	104	0
GRSP	B3	1992	107	0
GRSP	BF3	1996	107	0
GRSP	B1	1995	108	0
GRSP	B9	1996	110	0
GRSP	B8	1995	111	0
GRSP	B9	1994	112	0
GRSP	B1	1992	112	0
GRSP	B8	1995	117	0
GRSP	B4	1996	123	0
GRSP	G1	1995	70	0
GRSP	G1	1995	66	0
GRSP	G1	1993	62	0
GRSP	B2	1995	64	0
GRSP	B2	1992	109	0
GRSP	B2	1996	71	0
GRSP	G1	1995	76	0
GRSP	B1	1993	94	0
GRSP	B2	1995	48	0
GRSP	32	1996	60	1
GRSP	B1	1993	105	0
GRSP	C1	1994	42	0
GRSP	BF1	1993	48	0
GRSP	B2	1993	112	0
GRSP	B2	1993	55	1
GRSP	TC1	1993	58	0
GRSP	TC2	1993	73	0
GRSP	B2	1993	79	0
GRSP	B2	1993	104	0
GRSP	B6	1993	115	0
GRSP	B8	1993	121	0
GRSP	B2	1993	39	0
GRSP	C2	1994	45	0
GRSP	B2	1993	51	0
GRSP	BF3	1996	54	0
GRSP	TC1	1993	56	0
GRSP	B2	1993	59	0
GRSP	TC1	1993	60	0
GRSP	TC1	1993	80	0
GRSP	B2	1995	107	0
GRSP	BF3	1996	111	0
GRSP	C2	1994	47	0
GRSP	B1	1993	79	0
GRSP	C2	1994	89	0
GRSP	B2	1993	98	0
GRSP	TC2	1993	58	0
GRSP	C3	1993	64	0
GRSP	C3	1995	76	0
GRSP	BF1	1993	54	1
GRSP	BF1	1993	69	0
GRSP	BF1	1995	79	1
GRSP	BF2	1995	71	0
GRSP	B2	1996	87	0
GRSP	B3	1993	36	0
GRSP	B3	1992	36	0
GRSP	G1	1994	37	0
GRSP	G3	1994	37	0
GRSP	B8	1992	37	0
GRSP	B3	1992	38	0
GRSP	B4	1993	40	1
GRSP	B5	1994	40	1
GRSP	G1	1994	41	0
GRSP	B1	1994	41	1
GRSP	B4	1993	42	0
GRSP	B4	1993	42	0
GRSP	B9	1994	43	0
GRSP	G1	1994	44	0
GRSP	B3	1993	44	0
GRSP	B6	1994	44	0
GRSP	B9	1994	45	0
GRSP	B3	1993	47	1
GRSP	B8	1995	47	0
GRSP	B4	1993	48	0
GRSP	B3	1993	48	0
GRSP	B6	1993	49	0
GRSP	B3	1992	49	0
GRSP	B6	1993	49	0
GRSP	B3	1993	49	0
GRSP	G2	1995	49	0
GRSP	B4	1995	50	0
GRSP	B3	1993	51	0
GRSP	B1	1996	51	0
GRSP	B3	1993	53	0
GRSP	B8	1996	54	0
GRSP	G1	1994	54	0
GRSP	G1	1994	54	0
GRSP	B6	1993	54	0
GRSP	B3	1995	55	0
GRSP	B2	1995	55	0
GRSP	B3	1995	55	0
GRSP	B8	1994	55	0
GRSP	B2	1995	55	0
GRSP	B2	1996	55	0
GRSP	B2	1993	55	0
GRSP	B7	1994	57	0
GRSP	B4	1993	59	0
GRSP	B1	1996	59	0
GRSP	B3	1995	60	0
GRSP	B2	1996	61	0
GRSP	B4	1995	62	1
GRSP	B9	1994	62	0
GRSP	B4	1995	62	0
GRSP	G3	1993	63	0
GRSP	B3	1992	64	0
GRSP	G2	1993	64	0
GRSP	B2	1994	65	0
GRSP	B4	1993	65	0
GRSP	BF2	1992	66	0
GRSP	B2	1995	67	0
GRSP	B2	1996	67	0
GRSP	G1	1993	69	0
GRSP	B3	1993	69	0
GRSP	C2	1993	69	0
GRSP	C1	1993	70	0
GRSP	B2	1994	72	0
GRSP	B8	1993	72	0
GRSP	C1	1993	72	0
GRSP	B3	1993	73	0
GRSP	C1	1993	74	0
GRSP	B3	1993	75	0
GRSP	BF3	1993	76	0
GRSP	B7	1993	77	0
GRSP	C1	1993	78	0
GRSP	G3	1995	81	0
GRSP	B1	1995	82	0
GRSP	G3	1993	82	0
GRSP	B9	1993	85	0
GRSP	B4	1993	86	0
GRSP	B9	1993	86	0
GRSP	B1	1995	88	0
GRSP	B6	1993	89	1
GRSP	B3	1993	89	0
GRSP	B3	1995	91	0
GRSP	C3	1993	94	0
GRSP	G2	1996	95	0
GRSP	B3	1995	96	0
GRSP	G2	1993	96	0
GRSP	B3	1995	97	0
GRSP	B2	1995	98	1
GRSP	B3	1993	98	0
GRSP	G3	1995	98	0
GRSP	B3	1993	100	0
GRSP	B3	1993	100	1
GRSP	B1	1996	101	0
GRSP	BF3	1993	101	0
GRSP	G3	1993	103	0
GRSP	B7	1993	105	0
GRSP	B7	1993	105	0
GRSP	B6	1993	107	0
GRSP	G1	1995	112	0
GRSP	B4	1993	112	0
GRSP	B4	1993	112	0
GRSP	B6	1993	113	0
GRSP	B9	1993	113	0
GRSP	B6	1993	115	0
GRSP	B6	1993	117	0
GRSP	B6	1993	120	0
GRSP	B1	1994	127	0
GRSP	B6	1993	128	0
GRSP	G3	1996	131	0
HESP	BF1	1992	41	0
HESP	C1	1995	85	0
HESP	C2	1996	108	0
HESP	C2	1993	46	1
HESP	BF1	1995	61	0
HESP	BF3	1994	62	0
HESP	BF3	1994	61	0
HESP	BF2	1995	97	0
HESP	C1	1992	44	0
HESP	BF2	1995	58	0
HESP	C2	1995	87	0
HESP	C2	1995	66	0
HESP	BF1	1995	101	0
HESP	C2	1995	71	0
HESP	C2	1995	96	0
HESP	C3	1993	90	0
HESP	BF1	1994	64	0
HESP	C2	1995	98	0
HESP	C1	1996	107	0
HESP	C1	1992	76	1
HESP	C2	1993	139	0
HESP	C1	1996	131	0
HESP	BF1	1992	72	0
HESP	C3	1995	44	0
LASP	B6	1992	43	0
LASP	B7	1994	43	0
LASP	B6	1994	46	1
LASP	B6	1995	50	0
LASP	B6	1993	51	0
LASP	B6	1992	56	0
LASP	B7	1995	62	0
LASP	B7	1994	65	0
LASP	B7	1996	71	0
LASP	B7	1995	80	0
LASP	B6	1992	80	0
LASP	G2	1996	81	0
LASP	B7	1996	91	0
LASP	C3	1996	94	0
LASP	B6	1994	88	1
LASP	10	1996	94	1
LASP	B6	1994	43	1
LASP	B6	1992	43	0
LASP	B7	1993	53	0
LASP	B7	1994	69	1
LASP	B6	1993	92	1
LASP	B7	1993	93	0
LASP	B6	1992	98	0
NOCA	35	1996	59	1
NOCA	B6	1995	54	1
NOCA	B6	1995	98	0
NOCA	35	1994	110	1
NOCA	34	1994	67	0
NOCA	35	1994	110	0
NOCA	34	1994	131	0
OROR	9	1994	55	1
OROR	7	1992	69	0
OROR	32	1994	113	1
OROR	46	1994	61	0
OROR	B5	1994	64	0
OROR	44	1996	74	0
OROR	23	1994	58	1
OROR	15	1996	103	0
OROR	9	1994	83	0
OROR	45	1992	51	0
OROR	9	1995	58	0
OROR	G2	1992	100	0
OROR	9	1993	92	1
OROR	33	1996	59	0
OROR	9	1996	59	0
OROR	43	1994	57	0
OROR	7	1995	66	0
OROR	7	1995	94	1
OROR	41	1992	51	0
OROR	40	1994	60	1
OROR	29	1995	66	0
OROR	7	1996	89	0
OROR	41	1993	63	0
OROR	G2	1995	77	0
OROR	34	1995	79	0
OROR	7	1993	72	1
OROR	40	1992	51	1
OROR	44	1994	58	1
OROR	B3	1996	NA	0
OROR	35	1996	68	0
OROR	32	1994	57	1
OROR	41	1992	48	0
OROR	B3	1995	87	0
OROR	B5	1996	NA	0
OROR	44	1996	71	0
OROR	45	1992	65	0
OROR	32	1996	63	0
OROR	45	1994	54	0
OROR	45	1996	59	0
OROR	44	1995	102	1
OROR	G1	1994	51	0
OROR	9	1996	54	0
OROR	B5	1994	58	0
OROR	23	1995	70	0
OROR	BF1	1995	73	0
OROR	41	1994	82	1
RWBL	G3	1994	44	0
RWBL	46	1995	51	0
RWBL	46	1995	53	0
RWBL	C1	1993	102	0
RWBL	41	1995	48	1
RWBL	B5	1994	52	0
RWBL	BF2	1995	42	0
RWBL	G3	1995	51	0
RWBL	G3	1995	75	0
RWBL	25	1992	77	0
RWBL	BF1	1995	37	0
RWBL	C3	1995	50	0
RWBL	B4	1996	53	0
RWBL	C1	1995	51	0
RWBL	BF1	1996	64	0
RWBL	C3	1993	55	0
RWBL	C1	1996	58	0
RWBL	C1	1995	66	0
RWBL	B5	1995	41	1
RWBL	B2	1996	71	0
RWBL	B5	1994	81	0
RWBL	B5	1994	87	0
RWBL	C1	1995	44	0
RWBL	C2	1995	48	0
RWBL	BF1	1993	48	0
RWBL	C3	1995	55	0
RWBL	C2	1996	64	0
RWBL	C2	1994	47	0
RWBL	C3	1994	51	0
RWBL	BF3	1995	NA	0
RWBL	BF1	1993	47	0
RWBL	G3	1995	88	0
RWBL	B5	1995	41	0
RWBL	BF1	1995	44	0
RWBL	C1	1994	56	0
RWBL	C3	1995	66	0
RWBL	C1	1995	44	0
RWBL	C1	1995	87	0
RWBL	9	1992	49	0
RWBL	C3	1995	51	0
RWBL	9	1992	59	0
RWBL	C1	1994	67	0
RWBL	C3	1996	102	0
RWBL	46	1995	37	1
RWBL	C3	1993	51	1
RWBL	C1	1994	52	0
RWBL	G2	1992	53	0
RWBL	C1	1996	61	0
RWBL	BF1	1995	74	0
RWBL	C1	1996	105	0
RWBL	C3	1996	44	0
RWBL	BF1	1995	83	0
RWBL	C2	1995	37	0
RWBL	G3	1995	52	0
RWBL	BF1	1996	61	0
RWBL	B3	1995	64	0
RWBL	C2	1995	74	0
RWBL	39	1996	78	0
RWBL	BF3	1996	78	0
RWBL	B5	1994	85	0
RWBL	B3	1994	45	0
RWBL	C1	1994	81	0
RWBL	B9	1994	85	0
RWBL	BF1	1994	95	0
RWBL	BF1	1994	48	0
RWBL	BF1	1996	61	0
RWBL	C2	1996	71	0
RWBL	C1	1996	77	0
RWBL	BF3	1996	78	0
RWBL	45	1993	55	0
RWBL	B5	1993	56	0
RWBL	BF3	1996	56	0
RWBL	C3	1996	58	0
RWBL	23	1996	60	0
RWBL	BF3	1996	61	0
RWBL	C1	1995	62	0
RWBL	C3	1996	73	0
RWBL	C2	1996	79	0
RWBL	C3	1996	80	0
RWBL	BF1	1993	82	0
RWBL	C1	1996	91	0
RWBL	C1	1993	111	0
RWBL	BF1	1994	51	0
RWBL	C1	1995	63	1
RWBL	B5	1993	64	0
RWBL	BF2	1994	67	0
RWBL	23	1995	74	0
RWBL	C1	1994	50	0
RWBL	C2	1994	59	0
RWBL	BF1	1993	66	0
RWBL	C3	1993	49	0
RWBL	C1	1995	58	0
RWBL	BF1	1994	63	0
RWBL	C3	1996	68	0
RWBL	B5	1995	37	1
RWBL	B2	1996	50	0
RWBL	B3	1996	50	1
RWBL	46	1993	50	0
RWBL	23	1993	54	1
RWBL	B9	1994	57	0
RWBL	BF3	1996	64	0
RWBL	C1	1992	65	0
RWBL	C1	1994	66	0
RWBL	G1	1993	91	0
RWBL	9	1995	97	1
RWBL	G1	1993	98	0
RWBL	C3	1995	55	0
RWBL	17	1996	65	1
RWBL	C3	1996	48	0
RWBL	C1	1996	68	0
RWBL	17	1996	58	0
RWBL	B3	1993	73	0
RWBL	B3	1993	53	0
RWBL	B9	1995	74	0
RWBL	C2	1996	74	0
RWBL	40	1993	76	1
RWBL	C1	1992	78	0
RWBL	G3	1995	80	0
RWBL	32	1996	114	0
RWBL	BF1	1996	43	0
RWBL	C3	1994	88	0
RWBL	G3	1995	53	0
RWBL	B9	1994	82	0
RWBL	C1	1995	43	0
RWBL	23	1996	64	0
RWBL	B3	1994	65	0
RWBL	B5	1993	42	1
RWBL	36	1996	110	0
RWBL	9	1993	42	0
RWBL	45	1993	42	0
RWBL	32	1993	45	0
RWBL	9	1993	47	0
RWBL	B3	1994	58	0
RWBL	C1	1995	60	0
RWBL	BF1	1994	66	0
RWBL	C3	1996	82	0
RWBL	46	1994	84	0
RWBL	41	1994	87	1
RWBL	G1	1994	41	0
RWBL	G1	1995	51	0
RWBL	C1	1996	90	0
RWBL	B3	1996	43	0
RWBL	46	1996	64	1
RWBL	C1	1995	49	0
RWBL	G1	1995	52	0
RWBL	C3	1996	79	0
RWBL	C2	1994	89	0
RWBL	C3	1996	46	0
RWBL	C3	1996	61	0
RWBL	18	1996	65	0
RWBL	C1	1996	68	0
RWBL	39	1994	77	0
RWBL	23	1995	53	0
RWBL	B3	1993	65	1
RWBL	45	1994	100	0
RWBL	B3	1996	80	0
RWBL	23	1992	41	0
RWBL	B3	1995	42	0
RWBL	G1	1993	49	0
RWBL	C1	1993	95	0
RWBL	B3	1994	37	0
RWBL	C3	1993	86	0
RWBL	C3	1994	39	0
RWBL	C1	1995	48	0
RWBL	46	1993	49	1
RWBL	34	1993	50	0
RWBL	G2	1994	54	0
RWBL	7	1993	56	0
RWBL	G3	1992	57	0
RWBL	6	1993	109	0
RWBL	C1	1996	93	0
RWBL	BF3	1996	71	0
RWBL	B3	1993	82	0
RWBL	45	1994	64	0
RWBL	17	1992	72	0
RWBL	45	1993	78	1
RWBL	41	1994	80	0
RWBL	23	1996	60	0
RWBL	45	1995	90	0
RWBL	B5	1995	48	0
RWBL	B5	1995	38	0
RWBL	7	1993	42	0
RWBL	29	1993	45	0
RWBL	23	1996	52	1
RWBL	G3	1992	57	0
RWBL	B5	1994	70	0
RWBL	41	1995	93	0
RWBL	17	1995	48	1
RWBL	G1	1992	52	0
RWBL	BF3	1996	78	0
RWBL	34	1995	99	0
RWBL	40	1993	69	0
RWBL	40	1994	82	0
RWBL	23	1996	59	0
RWBL	C1	1995	56	0
RWBL	B5	1994	72	0
RWBL	9	1995	95	1
RWBL	46	1995	49	1
RWBL	46	1996	67	0
RWBL	C1	1995	72	0
RWBL	BF3	1996	73	0
RWBL	34	1993	36	0
RWBL	40	1992	43	0
RWBL	34	1993	43	1
RWBL	B9	1993	45	0
RWBL	G3	1994	50	0
RWBL	45	1995	63	1
RWBL	13	1994	63	0
RWBL	G3	1992	77	0
RWBL	G3	1992	86	0
RWBL	40	1994	97	0
RWBL	B3	1996	45	0
RWBL	46	1996	60	1
RWBL	39	1996	74	0
RWBL	30	1996	82	0
RWBL	32	1996	89	0
RWBL	7	1996	56	1
RWBL	46	1996	58	0
RWBL	45	1996	58	1
RWBL	B5	1995	45	0
RWBL	G3	1995	49	0
RWBL	46	1996	53	1
RWBL	39	1996	53	1
RWBL	JD	1994	54	0
RWBL	40	1992	64	1
RWBL	40	1995	67	0
RWBL	46	1996	78	1
RWBL	40	1992	81	1
RWBL	46	1994	89	1
RWBL	18	1993	41	1
RWBL	40	1992	48	1
RWBL	G3	1992	69	0
RWBL	G1	1993	91	0
RWBL	40	1993	98	0
RWBL	C1	1995	48	0
RWBL	7	1996	59	1
RWBL	C1	1995	58	0
RWBL	40	1995	62	0
RWBL	7	1996	63	0
RWBL	40	1994	83	1
RWBL	23	1993	98	0
RWBL	40	1995	67	0
RWBL	33	1996	107	0
RWBL	BF3	1996	71	0
RWBL	40	1993	111	0
RWBL	32	1996	103	1
RWBL	G1	1993	94	0
RWBL	40	1995	88	0
RWBL	G1	1994	46	0
RWBL	39	1994	47	0
RWBL	45	1993	64	0
RWBL	46	1995	65	0
RWBL	23	1992	73	0
RWBL	40	1996	74	0
RWBL	23	1996	76	1
RWBL	B9	1994	90	0
RWBL	39	1996	104	0
RWBL	B7	1996	45	0
RWBL	39	1996	58	0
RWBL	23	1995	58	0
RWBL	G1	1995	48	1
RWBL	B9	1996	48	1
RWBL	G1	1993	62	0
RWBL	40	1993	67	0
RWBL	40	1995	74	1
RWBL	23	1993	80	1
RWBL	7	1993	83	1
RWBL	45	1995	98	0
RWBL	23	1993	99	0
RWBL	46	1995	92	0
RWBL	32	1996	105	0
RWBL	B3	1996	54	0
RWBL	40	1996	99	0
RWBL	B5	1995	41	0
RWBL	39	1994	110	0
RWBL	23	1992	94	0
RWBL	34	1992	57	0
RWBL	7	1992	48	0
RWBL	40	1995	53	0
RWBL	B9	1993	45	0
RWBL	B5	1994	51	0
RWBL	40	1995	53	0
RWBL	40	1993	53	1
RWBL	B5	1994	71	0
RWBL	B9	1992	72	0
RWBL	23	1995	86	0
RWBL	B9	1993	101	0
RWBL	B5	1995	48	0
RWBL	40	1996	58	0
RWBL	41	1994	74	0
RWBL	23	1995	76	1
RWBL	46	1995	101	0
RWBL	39	1996	66	0
RWBL	40	1995	116	0
RWBL	23	1992	48	0
RWBL	40	1996	64	0
RWBL	40	1995	53	1
RWBL	40	1996	60	1
RWBL	32	1996	107	0
RWBL	G2	1994	49	0
RWBL	23	1996	55	1
RWBL	42	1992	67	1
RWBL	40	1993	75	0
RWBL	32	1996	114	0
RWBL	23	1996	64	0
RWBL	23	1995	83	0
RWBL	40	1994	80	1
RWBL	7	1995	83	1
RWBL	32	1996	110	0
RWBL	6	1996	70	0
RWBL	23	1995	41	0
RWBL	41	1994	47	0
RWBL	40	1994	47	1
RWBL	B5	1993	56	1
RWBL	13	1994	60	0
RWBL	G1	1995	62	0
RWBL	23	1993	76	0
RWBL	40	1994	77	0
RWBL	7	1993	83	0
RWBL	39	1994	84	1
RWBL	7	1993	87	0
RWBL	46	1995	98	0
RWBL	23	1992	76	0
RWBL	23	1992	55	1
RWBL	40	1996	53	1
RWBL	7	1996	72	0
RWBL	23	1996	69	0
RWBL	39	1994	82	0
RWBL	BF1	1993	52	0
RWBL	40	1996	71	0
RWBL	B5	1993	83	0
RWBL	B9	1995	51	0
RWBL	7	1995	55	1
RWBL	40	1996	58	0
RWBL	40	1994	64	0
RWBL	7	1995	66	1
RWBL	46	1996	67	0
RWBL	30	1996	72	1
RWBL	40	1995	104	0
RWBL	40	1996	92	1
RWBL	23	1995	53	0
RWBL	G2	1994	42	0
RWBL	44	1994	50	1
RWBL	G1	1995	52	1
RWBL	32	1996	77	0
RWBL	7	1995	41	1
RWBL	32	1993	55	1
RWBL	19	1996	82	0
RWBL	B5	1996	89	0
RWBL	13	1996	72	0
RWBL	46	1996	60	0
RWBL	7	1996	82	0
RWBL	43	1996	62	1
RWBL	36	1996	67	1
RWBL	41	1993	43	0
RWBL	46	1995	62	0
RWBL	B5	1994	64	0
RWBL	40	1996	73	0
RWBL	34	1993	79	0
RWBL	41	1994	80	0
RWBL	B5	1994	81	0
RWBL	B5	1996	89	0
RWBL	33	1993	91	1
RWBL	18	1992	57	1
RWBL	41	1996	60	0
RWBL	23	1996	69	0
RWBL	15	1995	52	1
RWBL	B3	1995	60	1
RWBL	34	1996	79	1
RWBL	46	1995	84	0
RWBL	B7	1992	49	1
RWBL	B5	1996	49	0
RWBL	23	1995	49	0
RWBL	18	1992	51	0
RWBL	40	1993	54	1
RWBL	6	1992	58	1
RWBL	B5	1996	64	0
RWBL	34	1992	84	0
RWBL	36	1996	103	1
RWBL	G3	1994	NA	0
RWBL	32	1996	61	0
RWBL	34	1993	41	1
RWBL	15	1995	52	1
RWBL	G3	1992	56	1
RWBL	B5	1996	61	0
RWBL	34	1992	92	0
RWBL	15	1996	75	0
RWBL	23	1992	50	0
RWBL	42	1992	85	0
RWBL	41	1996	69	0
RWBL	40	1992	91	0
RWBL	34	1996	103	0
RWBL	32	1996	79	0
RWBL	34	1994	37	0
RWBL	41	1992	42	0
RWBL	39	1994	45	0
RWBL	9	1995	48	0
RWBL	39	1994	49	1
RWBL	B3	1994	67	0
RWBL	39	1996	57	1
RWBL	B3	1995	80	1
RWBL	B5	1993	65	0
RWBL	B9	1994	99	0
RWBL	39	1994	103	0
RWBL	45	1994	81	1
RWBL	17	1993	42	0
RWBL	41	1995	41	0
RWBL	39	1996	53	0
RWBL	B5	1994	64	0
RWBL	41	1996	48	0
RWBL	B5	1996	91	0
RWBL	41	1995	67	0
RWBL	46	1996	106	0
RWBL	41	1996	53	1
RWBL	41	1994	46	0
RWBL	34	1996	61	1
RWBL	B5	1996	61	0
RWBL	41	1996	78	0
RWBL	46	1996	69	0
RWBL	41	1994	48	0
RWBL	45	1992	41	0
RWBL	46	1996	67	1
RWBL	41	1992	26	0
RWBL	42	1992	35	0
RWBL	G1	1994	38	0
RWBL	G1	1994	38	0
RWBL	B5	1995	40	1
RWBL	G1	1994	41	0
RWBL	23	1993	41	1
RWBL	B5	1993	42	1
RWBL	7	1993	45	1
RWBL	G1	1994	49	0
RWBL	18	1992	50	1
RWBL	G1	1994	52	0
RWBL	C3	1995	52	0
RWBL	B2	1996	58	0
RWBL	B2	1996	58	0
RWBL	46	1996	58	0
RWBL	C3	1996	58	0
RWBL	G1	1994	59	0
RWBL	G1	1994	59	0
RWBL	G1	1994	61	0
RWBL	40	1992	62	1
RWBL	23	1993	63	1
RWBL	BF3	1995	63	0
RWBL	G3	1993	64	0
RWBL	B5	1994	64	0
RWBL	42	1992	64	0
RWBL	JD	1994	65	0
RWBL	G3	1993	66	0
RWBL	B3	1993	69	1
RWBL	G1	1994	69	0
RWBL	G1	1994	69	0
RWBL	JD	1993	70	0
RWBL	C1	1993	73	0
RWBL	G1	1994	74	0
RWBL	39	1994	82	0
RWBL	G2	1993	84	0
RWBL	46	1995	90	0
RWBL	B5	1994	99	0
RWBL	G3	1995	102	0
SUTA	B6	1993	101	0
SUTA	B6	1995	98	1
